player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal
6822,Jerome Anderson,M,Puerto Rico,PUR,1964,Summer,Tokyo,Diving,Diving Men's Platform,No medal
6823,Jerome Anderson,M,Puerto Rico,PUR,1968,Summer,Mexico City,Diving,Diving Men's Springboard,No medal
6824,Jerome Anderson,M,Puerto Rico,PUR,1968,Summer,Mexico City,Diving,Diving Men's Platform,No medal
6825,Judith Anderson,F,United States,USA,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,No medal
6826,John Anderson,M,United States,USA,1928,Summer,Amsterdam,Athletics,Athletics Men's Discus Throw,No medal
6827,John Anderson,M,United States,USA,1932,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Gold
6828,John Anderson,M,Canada,CAN,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,No medal
6829,John Anderson,M,United States,USA,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
6830,John Anderson,M,Australia,AUS,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold
6831,John Anderson,M,Australia,AUS,1976,Summer,Montreal,Sailing,Sailing Mixed Three Person Keelboat,No medal
6832,John Anderson,M,Canada,CAN,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
6833,Jon Anderson,M,United States,USA,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",No medal
6834,Juan Munz,M,Argentina,ARG,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,No medal
6835,Juan Munz,M,Argentina,ARG,1936,Summer,Berlin,Athletics,Athletics Men's 800 metres,No medal
6836,Julio Quiroga,M,Guatemala,GUA,1976,Summer,Montreal,Football,Football Men's Football,No medal
6837,Karl Anderson,M,United States,USA,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,No medal
6840,Keturah Anderson,F,Canada,CAN,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
6841,Keturah Anderson,F,Canada,CAN,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres Hurdles,No medal
6842,Keturah Anderson,F,Canada,CAN,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,No medal
6843,Keturah Anderson,F,Canada,CAN,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
6844,Keturah Anderson,F,Canada,CAN,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,No medal
6845,Kevin Anderson,M,South Africa,RSA,2008,Summer,Beijing,Tennis,Tennis Men's Singles,No medal
6846,Kevin Anderson,M,South Africa,RSA,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,No medal
6847,Gerard Anderson,M,Great Britain,GBR,1912,Summer,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,No medal
6848,Lewis Anderson,M,United States,USA,1912,Summer,Stockholm,Athletics,"Athletics Men's 1,500 metres",No medal
6849,Lindsey (olson-),F,United States,USA,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
6850,Marcus Anderson,M,Australia,AUS,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,No medal
6851,Marvin Anderson,M,Jamaica,JAM,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,No medal
6852,Matthew Anderson,M,United States,USA,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,No medal
6853,Matthew Anderson,M,United States,USA,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
6854,Matthew Anderson,M,Puerto Rico,PUR,1996,Summer,Atlanta,Sailing,Sailing Men's Windsurfer,No medal
6855,Miller Anderson,M,United States,USA,1948,Summer,London,Diving,Diving Men's Springboard,Silver
6856,Miller Anderson,M,United States,USA,1952,Summer,Helsinki,Diving,Diving Men's Springboard,Silver
6857,Murray Anderson,M,South Africa,RSA,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,No medal
6858,Norman Anderson,M,United States,USA,1924,Summer,Paris,Athletics,Athletics Men's Shot Put,No medal
6859,Olanda Anderson,M,United States,USA,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,No medal
6860,Otto Anderson,M,United States,USA,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,No medal
6862,Paul Anderson,M,Great Britain,GBR,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze
6863,Paul Anderson,M,United States,USA,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,Gold
6864,Roberto Anderson,M,Argentina,ARG,1948,Summer,London,Hockey,Hockey Men's Hockey,No medal
6865,Rose Anderson,F,Great Britain,GBR,2012,Summer,London,Basketball,Basketball Women's Basketball,No medal
6866,Ross Anderson,M,New Zealand,NZL,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,No medal
6867,Ross Anderson,M,New Zealand,NZL,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Butterfly,No medal
6868,Ross Anderson,M,New Zealand,NZL,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Butterfly,No medal
6869,Ross Anderson,M,New Zealand,NZL,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal
6870,Samuel Schweyer,M,Cuba,CUB,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,No medal
6871,Samuel Schweyer,M,Cuba,CUB,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
6872,John Anderson,M,Australia,AUS,1984,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,Bronze
6873,Scott Anderson,M,New Zealand,NZL,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,No medal
6874,Shani Anderson,F,Great Britain,GBR,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres,No medal
6875,Shani Anderson,F,Great Britain,GBR,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
6876,Stephen Anderson,M,United States,USA,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Silver
6877,Timothy Anderson,M,Great Britain,GBR,1952,Summer,Helsinki,Athletics,Athletics Men's Pole Vault,No medal
6878,Thomas Anderson,M,Australia,AUS,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,No medal
6879,Thomas Anderson,M,Australia,AUS,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold
6886,Wayne Anderson,M,United States,USA,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke,No medal
6888,William Anderson,M,Canada,CAN,1908,Summer,London,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Bronze
6889,William Anderson,M,Canada,CAN,1908,Summer,London,Cycling,"Cycling Men's 5,000 metres",No medal
6890,William Anderson,M,Canada,CAN,1908,Summer,London,Cycling,Cycling Men's 20 kilometres,No medal
6891,William Anderson,M,Canada,CAN,1908,Summer,London,Cycling,Cycling Men's 100 kilometres,No medal
6892,William Anderson,M,Union des Socits Franais de Sports Athletiques,GBR,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Silver
6894,William Anderson,M,Great Britain,GBR,1906,Summer,Athina,Athletics,Athletics Men's 400 metres,No medal
6895,William Anderson,M,Great Britain,GBR,1906,Summer,Athina,Athletics,Athletics Men's 800 metres,No medal
6896,William Jr.,M,United States,USA,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
6897,Lesley Anderson-herweck,F,Canada,CAN,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,No medal
6898,Karen Anderson-oldham,F,United States,USA,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,No medal
6899,Karen Anderson-oldham,F,United States,USA,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,No medal
6900,Kate Anderson-richardson,F,Australia,AUS,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",No medal
6901,Kate Anderson-richardson,F,Australia,AUS,2000,Summer,Sydney,Athletics,"Athletics Women's 5,000 metres",No medal
6902,Eduards Andersons,M,Latvia,LAT,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,No medal
6903,Carl Andersson,M,Sweden,SWE,1908,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
6904,Carl Andersson,M,Sweden,SWE,1908,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,No medal
6905,Agneta Andersson,F,Sweden,SWE,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal
6906,Agneta Andersson,F,Sweden,SWE,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
6907,Agneta Andersson,F,Sweden,SWE,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
6908,Agneta Andersson,F,Sweden,SWE,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
6909,Agneta Andersson,F,Sweden,SWE,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
6910,Agneta Andersson,F,Sweden,SWE,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal
6911,Agneta Andersson,F,Sweden,SWE,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
6912,Agneta Andersson,F,Sweden,SWE,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal
6913,Agneta Andersson,F,Sweden,SWE,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
6914,Agneta Andersson,F,Sweden,SWE,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
6915,Agneta Andersson,F,Sweden,SWE,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
6916,Agneta Andersson,F,Sweden,SWE,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
6917,ke Andersson,M,Sweden,SWE,1952,Summer,Helsinki,Athletics,"Athletics Men's 5,000 metres",No medal
6920,Albert Andersson,M,Sweden,SWE,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
6921,Albert Andersson,M,Sweden,SWE,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,No medal
6922,Albert Andersson,M,Sweden,SWE,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,No medal
6926,Sven Andersson,M,Sweden,SWE,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
6927,Sven Andersson,M,Sweden,SWE,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
6928,Sven Andersson,M,Sweden,SWE,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
6929,Sven Andersson,M,Sweden,SWE,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
6930,Anders Andersson,M,Sweden,SWE,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
6931,Anders Andersson,M,Sweden,SWE,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
6932,Marion (-odell),F,Sweden,SWE,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
6934,Karl (-holtman),M,Sweden,SWE,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
6935,Arvid Andersson,M,Sweden,SWE,1912,Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
6936,Olov Andersson,M,Sweden,SWE,1948,Summer,London,Weightlifting,Weightlifting Men's Featherweight,No medal
6937,Olov Andersson,M,Sweden,SWE,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Lightweight,No medal
6938,Ernst Andersson,M,Sweden,SWE,1908,Summer,London,Athletics,"Athletics Men's 1,500 metres",No medal
6939,Bengt Andersson,M,Sweden,SWE,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
6940,Bengt Andersson,M,Sweden,SWE,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
6941,Berndt Andersson,M,Sweden,SWE,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
6942,Berndt Andersson,M,Sweden,SWE,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
6943,Berndt Andersson,M,Sweden,SWE,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
6944,Birger Andersson,M,Finland,FIN,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,No medal
6947,Bjrn Andersson,M,Sweden,SWE,1972,Summer,Munich,Handball,Handball Men's Handball,No medal
6948,Bo Andersson,M,Sweden,SWE,1972,Summer,Munich,Handball,Handball Men's Handball,No medal
6949,Carl (gorthon-),M,Sweden,SWE,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
6950,Carl Andersson,M,Sweden,SWE,1912,Summer,Stockholm,Athletics,Athletics Men's Marathon,No medal
6951,Carl-Georg Andersson,M,Sweden,SWE,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
6953,Erik Andersson,M,Sweden,SWE,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,No medal
6954,Curt Andersson,M,Sweden,SWE,1972,Summer,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
6955,Curt Andersson,M,Sweden,SWE,1976,Summer,Montreal,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
6958,Elsa (-cordes),F,Sweden,SWE,1912,Summer,Stockholm,Diving,Diving Women's Plain High,No medal
6959,Per (-martinsson),M,Sweden,SWE,2004,Summer,Athina,Shooting,"Shooting Men's Running Target, 10 metres",No medal
6962,Erik Andersson,M,Sweden,SWE,1948,Summer,London,Athletics,Athletics Men's Decathlon,No medal
6963,Erik Andersson,M,Sweden,SWE,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,No medal
6964,Klas Andersson,M,Sweden,SWE,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal
6965,Klas Andersson,M,Sweden,SWE,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
6966,Klas Andersson,M,Sweden,SWE,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,No medal
6967,Eva Andersson,F,Sweden,SWE,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,No medal
6968,Eva Andersson,F,Sweden,SWE,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
6969,Frank Andersson,M,Sweden,SWE,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal
6970,Frank Andersson,M,Sweden,SWE,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
6971,Frank Andersson,M,Sweden,SWE,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal
6972,Frank Andersson,M,Sweden,SWE,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal
6973,Frank Andersson,M,Sweden,SWE,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
6974,Frank Andersson,M,Sweden,SWE,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
6975,Gary Andersson,M,Sweden,SWE,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,No medal
6976,Bengt Andersson,M,Sweden,SWE,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,No medal
6977,Bengt Andersson,M,Sweden,SWE,1960,Summer,Roma,Sailing,Sailing Mixed One Person Dinghy,No medal
6978,Erik Andersson,M,Sweden,SWE,1948,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
6979,Erik Andersson,M,Sweden,SWE,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
6980,Gte Andersson,M,Sweden,SWE,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,No medal
6985,Gunilla (-leinskld),F,Sweden,SWE,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,No medal
6986,Gunilla (-leinskld),F,Sweden,SWE,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,No medal
6987,Gunilla (-leinskld),F,Sweden,SWE,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
6988,Gustaf Andersson,M,Sweden,SWE,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",No medal
6989,Gustaf Andersson,M,Sweden,SWE,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",No medal
6990,Gustaf Andersson,M,Sweden,SWE,1932,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
6995,Ernst Andersson,M,Sweden,SWE,1936,Summer,Berlin,Athletics,Athletics Men's Discus Throw,No medal
6996,Svensk Andersson,M,Sweden,SWE,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Individual",Silver
6997,Svensk Andersson,M,Sweden,SWE,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Gold
6998,Karl Andersson,M,Sweden,SWE,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
6999,Karl Andersson,M,Sweden,SWE,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",No medal
7000,Karl Andersson,M,Sweden,SWE,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
7001,Inger (-fogelstrm),F,Sweden,SWE,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,No medal
7002,Elsa (-wallin),F,Sweden,SWE,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,No medal
7003,Isabellah (amoro-),F,Sweden,SWE,2012,Summer,London,Athletics,Athletics Women's Marathon,No medal
7004,Jan Andersson,M,Sweden,SWE,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,No medal
7005,Arne Andersson,M,Sweden,SWE,1988,Summer,Seoul,Diving,Diving Men's Springboard,No medal
7006,Arne Andersson,M,Sweden,SWE,1992,Summer,Barcelona,Diving,Diving Men's Springboard,No medal
7007,Arne Andersson,M,Sweden,SWE,1996,Summer,Atlanta,Diving,Diving Men's Springboard,No medal
7008,Johan (-anbert),M,Sweden,SWE,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",No medal
7009,Johan Andersson,M,Sweden,SWE,1906,Summer,Athina,Diving,Diving Men's Platform,No medal
7010,Jonas Andersson,M,Sweden,SWE,2004,Summer,Athina,Archery,Archery Men's Individual,No medal
7011,Jonas Andersson,M,Sweden,SWE,2004,Summer,Athina,Archery,Archery Men's Team,No medal
7012,Jonas Andersson,M,Sweden,SWE,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,No medal
7013,Jonas Andersson,M,Sweden,SWE,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal
7014,Jonna Andersson,F,Sweden,SWE,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
7015,Karl-Ivar Andersson,M,Sweden,SWE,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",No medal
7016,Karl-Ivar Andersson,M,Sweden,SWE,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",No medal
7017,Kent Andersson,M,Sweden,SWE,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",No medal
7018,Kent Andersson,M,Sweden,SWE,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",No medal
7019,Kent Andersson,M,Sweden,SWE,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",No medal
7020,Kim Andersson,M,Sweden,SWE,2012,Summer,London,Handball,Handball Men's Handball,Silver
7021,Kim Andersson,M,Sweden,SWE,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,No medal
7028,Lage Andersson,M,Sweden,SWE,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,No medal
7029,Lars Andersson,M,Sweden,SWE,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",No medal
7030,Lars Andersson,M,Sweden,SWE,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",No medal
7031,Lars Andersson,M,Sweden,SWE,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
7032,Lars Andersson,M,Sweden,SWE,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
7033,Lars Andersson,M,Sweden,SWE,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
7034,Lars Andersson,M,Sweden,SWE,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
7035,Leif Andersson,M,Finland,FIN,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,No medal
7045,Leif Andersson,M,Sweden,SWE,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
7046,Leif Andersson,M,Sweden,SWE,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
7047,Lene Andersson,F,Denmark,DEN,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,No medal
7048,Bo Andersson,M,Sweden,SWE,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
7049,Bo Andersson,M,Sweden,SWE,1996,Summer,Atlanta,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
7050,Agne (-agnred),M,Sweden,SWE,1936,Summer,Berlin,Athletics,Athletics Men's Triple Jump,No medal
7051,Lennart Andersson,M,Sweden,SWE,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,No medal
7052,Lennart Andersson,M,Sweden,SWE,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,No medal
7061,Agneta Andersson,F,Sweden,SWE,1984,Summer,Los Angeles,Archery,Archery Women's Individual,No medal
7062,Agneta Andersson,F,Sweden,SWE,1988,Summer,Seoul,Archery,Archery Women's Individual,No medal
7063,Agneta Andersson,F,Sweden,SWE,1988,Summer,Seoul,Archery,Archery Women's Team,No medal
7064,Lotten Andersson,F,Sweden,SWE,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
7065,Lotten Andersson,F,Sweden,SWE,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,No medal
7066,Lotten Andersson,F,Sweden,SWE,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
7067,Lotten Andersson,F,Sweden,SWE,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,No medal
7068,Per Andersson,M,Sweden,SWE,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver
7069,Per Andersson,M,Sweden,SWE,1996,Summer,Atlanta,Handball,Handball Men's Handball,Silver
7070,Per Andersson,M,Sweden,SWE,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
7071,Malin Andersson,F,Sweden,SWE,1996,Summer,Atlanta,Football,Football Women's Football,No medal
7072,Malin Andersson,F,Sweden,SWE,2000,Summer,Sydney,Football,Football Women's Football,No medal
7073,Malin Andersson,F,Sweden,SWE,2004,Summer,Athina,Football,Football Women's Football,No medal
7074,Thord Andersson,M,Sweden,SWE,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal
7075,Martha -karlsson),F,Sweden,SWE,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,No medal
7076,Jan Andersson,M,Sweden,SWE,2004,Summer,Athina,Sailing,Sailing Men's Two Person Dinghy,No medal
7077,Erik Andersson,M,Sweden,SWE,2012,Summer,London,Handball,Handball Men's Handball,Silver
7078,Erik Andersson,M,Sweden,SWE,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,No medal
7079,Olof Andersson,M,Sweden,SWE,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
7080,Olof Andersson,M,Sweden,SWE,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",No medal
7081,Lars Andersson,M,Sweden,SWE,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",No medal
7082,Lars Andersson,M,Sweden,SWE,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
7083,Lars Andersson,M,Sweden,SWE,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal
7084,Lars Andersson,M,Sweden,SWE,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,No medal
7085,Lars Andersson,M,Sweden,SWE,2000,Summer,Sydney,Cycling,Cycling Men's Individual Time Trial,No medal
7087,Michael Andersson,M,Sweden,SWE,1988,Summer,Seoul,Football,Football Men's Football,No medal
7089,Nils Andersson,M,Sweden,SWE,1908,Summer,London,Football,Football Men's Football,No medal
7090,Nils (-eke),M,Sweden,SWE,1912,Summer,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,No medal
7091,Nils (-eke),M,Sweden,SWE,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,No medal
7092,Anders Andersson,M,Sweden-1,SWE,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,No medal
7093,Stig Andersson,M,Sweden,SWE,1968,Summer,Mexico City,Athletics,Athletics Men's 20 kilometres Walk,No medal
7094,Stig Andersson,M,Sweden,SWE,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,No medal
7095,Otto Andersson,M,Sweden,SWE,1936,Summer,Berlin,Football,Football Men's Football,No medal
7096,Patrik Andersson,M,Sweden,SWE,1992,Summer,Barcelona,Football,Football Men's Football,No medal
7097,Per Andersson,M,Sweden,SWE,1992,Summer,Barcelona,Rowing,Rowing Men's Double Sculls,No medal
7100,Per-Arne Andersson,M,Sweden,SWE,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,No medal
7101,Anna Novais),F,Sweden,SWE,2000,Summer,Sydney,Judo,Judo Women's Lightweight,No medal
7103,Bjrn-Peter Andersson,M,Sweden,SWE,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,No medal
7106,Ramon Andersson,M,Australia,AUS,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
7107,Ramon Andersson,M,Australia,AUS,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
7108,Stig Andersson,M,Sweden,SWE,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,No medal
7109,Robert Andersson,M,Sweden,SWE,1906,Summer,Athina,Diving,Diving Men's Platform,No medal
7110,Robert Andersson,M,Sweden,SWE,1906,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,No medal
